year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,4,18,746.0,-9.0,900.0,-10.0,MQ,N804MQ,4418,JFK,DCA,52.0,213,7.0,46.0
2013,4,18,812.0,12.0,1136.0,,US,N745VJ,2165,LGA,DCA,,214,8.0,12.0
2013,4,18,854.0,-6.0,1106.0,41.0,US,N750UW,2167,LGA,DCA,44.0,214,8.0,54.0
2013,4,18,922.0,-7.0,1127.0,38.0,EV,N16559,4636,EWR,DCA,44.0,199,9.0,22.0
2013,4,18,933.0,53.0,1122.0,68.0,9E,N922XJ,3432,JFK,DCA,45.0,213,9.0,33.0
2013,4,18,954.0,-6.0,1139.0,24.0,US,N712US,2169,LGA,DCA,49.0,214,9.0,54.0
2013,4,18,1105.0,5.0,1218.0,8.0,MQ,N513MQ,3792,JFK,DCA,49.0,213,11.0,5.0
2013,4,18,1114.0,14.0,1246.0,33.0,US,N757UW,2171,LGA,DCA,47.0,214,11.0,14.0
2013,4,18,1146.0,-9.0,1259.0,-11.0,MQ,N804MQ,4425,JFK,DCA,52.0,213,11.0,46.0
2013,4,18,1332.0,32.0,1436.0,26.0,US,N750UW,2175,LGA,DCA,46.0,214,13.0,32.0
2013,4,18,1356.0,-4.0,1502.0,-11.0,US,N745VJ,2177,LGA,DCA,47.0,214,13.0,56.0
2013,4,18,1451.0,-8.0,1602.0,-35.0,9E,N912XJ,3393,JFK,DCA,44.0,213,14.0,51.0
2013,4,18,1452.0,-8.0,1556.0,-23.0,US,N757UW,2179,LGA,DCA,43.0,214,14.0,52.0
2013,4,18,1516.0,11.0,1655.0,25.0,MQ,N544MQ,3823,JFK,DCA,65.0,213,15.0,16.0
2013,4,18,1553.0,-7.0,1702.0,-18.0,US,N744P,2181,LGA,DCA,48.0,214,15.0,53.0
2013,4,18,1657.0,-3.0,1802.0,-19.0,US,N750UW,2183,LGA,DCA,42.0,214,16.0,57.0
2013,4,18,1714.0,14.0,1827.0,-3.0,MQ,N812MQ,4410,JFK,DCA,49.0,213,17.0,14.0
2013,4,18,1751.0,101.0,1917.0,114.0,EV,N36915,4299,EWR,DCA,40.0,199,17.0,51.0
2013,4,18,1758.0,-2.0,1857.0,-18.0,US,N745VJ,2185,LGA,DCA,45.0,214,17.0,58.0
2013,4,18,1855.0,-5.0,2007.0,-8.0,US,N757UW,2187,LGA,DCA,45.0,214,18.0,55.0
2013,4,18,2016.0,16.0,2144.0,25.0,US,N744P,2189,LGA,DCA,46.0,214,20.0,16.0
2013,4,18,2040.0,0.0,2204.0,4.0,MQ,N838MQ,4449,JFK,DCA,55.0,213,20.0,40.0
2013,4,18,2054.0,-6.0,2222.0,7.0,US,N750UW,2191,LGA,DCA,49.0,214,20.0,54.0
2013,4,18,2204.0,137.0,2319.0,139.0,EV,N13553,4312,EWR,DCA,37.0,199,22.0,4.0
2013,4,18,2241.0,116.0,2352.0,93.0,9E,N937XJ,3395,JFK,DCA,39.0,213,22.0,41.0
2013,4,18,2342.0,112.0,49.0,114.0,EV,N12900,4117,EWR,DCA,40.0,199,23.0,42.0
2013,4,18,,,,,US,,2173,LGA,DCA,,214,,
2013,4,19,551.0,-9.0,646.0,-13.0,US,N757UW,2161,LGA,DCA,40.0,214,5.0,51.0
2013,4,19,640.0,-4.0,752.0,-4.0,EV,N14180,4241,EWR,DCA,45.0,199,6.0,40.0
2013,4,19,655.0,-5.0,804.0,-4.0,US,N745VJ,2163,LGA,DCA,45.0,214,6.0,55.0
2013,4,19,756.0,-4.0,948.0,34.0,US,N750UW,2165,LGA,DCA,64.0,214,7.0,56.0
2013,4,19,853.0,-7.0,1040.0,15.0,US,N758US,2167,LGA,DCA,52.0,214,8.0,53.0
2013,4,19,901.0,66.0,1035.0,85.0,MQ,N812MQ,4418,JFK,DCA,59.0,213,9.0,1.0
2013,4,19,922.0,-8.0,1027.0,-23.0,EV,N13538,4636,EWR,DCA,40.0,199,9.0,22.0
2013,4,19,1001.0,1.0,1126.0,11.0,US,N744P,2169,LGA,DCA,46.0,214,10.0,1.0
2013,4,19,1056.0,-4.0,1221.0,8.0,US,N745VJ,2171,LGA,DCA,45.0,214,10.0,56.0
2013,4,19,1141.0,181.0,1243.0,149.0,9E,N937XJ,3432,JFK,DCA,42.0,213,11.0,41.0
2013,4,19,1209.0,9.0,1326.0,15.0,US,N750UW,2173,LGA,DCA,45.0,214,12.0,9.0
2013,4,19,1243.0,48.0,1402.0,52.0,MQ,N812MQ,4425,JFK,DCA,54.0,213,12.0,43.0
2013,4,19,1409.0,9.0,1510.0,-3.0,US,N744P,2177,LGA,DCA,45.0,214,14.0,9.0
2013,4,19,1438.0,98.0,1545.0,95.0,US,N758US,2175,LGA,DCA,48.0,214,14.0,38.0
2013,4,19,1504.0,4.0,1611.0,-8.0,US,N745VJ,2179,LGA,DCA,50.0,214,15.0,4.0
2013,4,19,1514.0,15.0,1644.0,7.0,9E,N921XJ,3393,JFK,DCA,56.0,213,15.0,14.0
2013,4,19,1632.0,22.0,1741.0,18.0,EV,N11565,4299,EWR,DCA,43.0,199,16.0,32.0
2013,4,19,1645.0,100.0,1837.0,127.0,MQ,N518MQ,3823,JFK,DCA,55.0,213,16.0,45.0
2013,4,19,1657.0,57.0,1803.0,43.0,US,N750UW,2181,LGA,DCA,47.0,214,16.0,57.0
2013,4,19,1826.0,86.0,2330.0,,US,N758US,2183,LGA,DCA,,214,18.0,26.0
2013,4,19,1901.0,61.0,,,US,N744P,2185,LGA,DCA,,214,19.0,1.0
2013,4,19,2250.0,230.0,28.0,253.0,US,N716UW,2187,LGA,DCA,55.0,214,22.0,50.0
2013,4,19,2333.0,213.0,41.0,202.0,US,N750UW,2189,LGA,DCA,50.0,214,23.0,33.0
2013,4,19,,,,,EV,N14920,4117,EWR,DCA,,199,,
2013,4,19,,,,,EV,N16918,4312,EWR,DCA,,199,,
2013,4,19,,,,,9E,,3395,JFK,DCA,,213,,
2013,4,19,,,,,US,,2191,LGA,DCA,,214,,
2013,4,19,,,,,MQ,N531MQ,3792,JFK,DCA,,213,,
2013,4,19,,,,,MQ,N839MQ,4410,JFK,DCA,,213,,
2013,4,19,,,,,MQ,N804MQ,4449,JFK,DCA,,213,,
2013,4,20,836.0,-4.0,954.0,-17.0,9E,N932XJ,3432,JFK,DCA,46.0,213,8.0,36.0
2013,4,20,852.0,-8.0,1003.0,-22.0,US,N949UW,2167,LGA,DCA,48.0,214,8.0,52.0
2013,4,20,947.0,18.0,1109.0,17.0,EV,N26549,4636,EWR,DCA,63.0,199,9.0,47.0
2013,4,20,1018.0,143.0,1147.0,157.0,MQ,N804MQ,4418,JFK,DCA,59.0,213,10.0,18.0
2013,4,20,1111.0,11.0,1217.0,4.0,US,N958UW,2171,LGA,DCA,50.0,214,11.0,11.0
2013,4,20,1255.0,-5.0,1358.0,-12.0,US,N949UW,2175,LGA,DCA,49.0,214,12.0,55.0
2013,4,20,1322.0,142.0,1439.0,149.0,MQ,N515MQ,3792,JFK,DCA,55.0,213,13.0,22.0
2013,4,20,1455.0,34.0,1607.0,33.0,EV,N16918,4372,EWR,DCA,49.0,199,14.0,55.0
2013,4,20,1457.0,-2.0,1614.0,-20.0,9E,N932XJ,3393,JFK,DCA,47.0,213,14.0,57.0
2013,4,20,1505.0,0.0,1649.0,19.0,MQ,N531MQ,3823,JFK,DCA,48.0,213,15.0,5.0
2013,4,20,1558.0,243.0,1729.0,259.0,MQ,N838MQ,4425,JFK,DCA,51.0,213,15.0,58.0
2013,4,20,1653.0,-7.0,1825.0,-5.0,MQ,N839MQ,4410,JFK,DCA,52.0,213,16.0,53.0
2013,4,20,2036.0,-4.0,2144.0,-16.0,MQ,N852MQ,4449,JFK,DCA,51.0,213,20.0,36.0
2013,4,20,2045.0,0.0,2143.0,-33.0,9E,N916XJ,3395,JFK,DCA,43.0,213,20.0,45.0
2013,4,20,2118.0,-13.0,2221.0,-15.0,EV,N17138,4378,EWR,DCA,40.0,199,21.0,18.0
2013,4,21,751.0,-4.0,908.0,-2.0,MQ,N852MQ,4418,JFK,DCA,57.0,213,7.0,51.0
2013,4,21,837.0,-3.0,953.0,-21.0,9E,N906XJ,3432,JFK,DCA,40.0,213,8.0,37.0
2013,4,21,854.0,-6.0,1000.0,-25.0,US,N747UW,2167,LGA,DCA,42.0,214,8.0,54.0
2013,4,21,1053.0,-7.0,1200.0,-10.0,MQ,N526MQ,3792,JFK,DCA,52.0,213,10.0,53.0
2013,4,21,1054.0,-6.0,1153.0,-20.0,US,N967UW,2171,LGA,DCA,43.0,214,10.0,54.0
2013,4,21,1150.0,-5.0,1255.0,-15.0,MQ,N852MQ,4425,JFK,DCA,51.0,213,11.0,50.0
2013,4,21,1154.0,-6.0,1306.0,-5.0,US,N949UW,2173,LGA,DCA,46.0,214,11.0,54.0
2013,4,21,1258.0,-2.0,1412.0,2.0,US,N947UW,2175,LGA,DCA,47.0,214,12.0,58.0
2013,4,21,1353.0,-7.0,1508.0,-5.0,US,N747UW,2177,LGA,DCA,46.0,214,13.0,53.0
2013,4,21,1453.0,-6.0,1635.0,-2.0,9E,N925XJ,3393,JFK,DCA,43.0,213,14.0,53.0
2013,4,21,1456.0,-4.0,1600.0,-19.0,US,N967UW,2179,LGA,DCA,44.0,214,14.0,56.0
2013,4,21,1500.0,-5.0,1636.0,6.0,MQ,N539MQ,3823,JFK,DCA,53.0,213,15.0,0.0
2013,4,21,1605.0,-10.0,1709.0,-19.0,EV,N13914,4299,EWR,DCA,42.0,199,16.0,5.0
2013,4,21,1637.0,37.0,1805.0,45.0,US,N949UW,2181,LGA,DCA,46.0,214,16.0,37.0
2013,4,21,1652.0,-8.0,1819.0,-11.0,MQ,N822MQ,4410,JFK,DCA,48.0,213,16.0,52.0
2013,4,21,1700.0,0.0,1832.0,11.0,US,N947UW,2183,LGA,DCA,48.0,214,17.0,0.0
2013,4,21,1831.0,31.0,1940.0,25.0,US,N747UW,2185,LGA,DCA,40.0,214,18.0,31.0
2013,4,21,1942.0,-6.0,2052.0,-9.0,EV,N13964,4312,EWR,DCA,42.0,199,19.0,42.0
2013,4,21,2038.0,-2.0,2206.0,6.0,MQ,N812MQ,4449,JFK,DCA,51.0,213,20.0,38.0
2013,4,21,2057.0,12.0,2200.0,-19.0,9E,N936XJ,3395,JFK,DCA,43.0,213,20.0,57.0
2013,4,21,2112.0,132.0,2223.0,128.0,US,N967UW,2187,LGA,DCA,44.0,214,21.0,12.0
2013,4,21,2113.0,13.0,2222.0,7.0,US,N701UW,2191,LGA,DCA,42.0,214,21.0,13.0
2013,4,21,2120.0,80.0,2227.0,68.0,US,N949UW,2189,LGA,DCA,46.0,214,21.0,20.0
2013,4,22,549.0,-11.0,649.0,-10.0,US,N758US,2161,LGA,DCA,45.0,214,5.0,49.0
2013,4,22,639.0,-5.0,742.0,-14.0,EV,N26549,4241,EWR,DCA,42.0,199,6.0,39.0
2013,4,22,651.0,-9.0,817.0,9.0,US,N747UW,2163,LGA,DCA,47.0,214,6.0,51.0
2013,4,22,750.0,-5.0,859.0,-11.0,MQ,N839MQ,4418,JFK,DCA,53.0,213,7.0,50.0
2013,4,22,758.0,-2.0,934.0,20.0,US,N737US,2165,LGA,DCA,52.0,214,7.0,58.0
2013,4,22,840.0,0.0,956.0,-18.0,9E,N936XJ,3432,JFK,DCA,49.0,213,8.0,40.0
2013,4,22,1002.0,62.0,1200.0,95.0,US,N749US,2167,LGA,DCA,53.0,214,10.0,2.0
2013,4,22,1029.0,59.0,1135.0,45.0,EV,N11535,4636,EWR,DCA,42.0,199,10.0,29.0
2013,4,22,1056.0,-4.0,1204.0,-6.0,MQ,N507MQ,3792,JFK,DCA,49.0,213,10.0,56.0
2013,4,22,1122.0,82.0,1308.0,113.0,US,N758US,2169,LGA,DCA,51.0,214,11.0,22.0
2013,4,22,1134.0,34.0,1316.0,63.0,US,N747UW,2171,LGA,DCA,46.0,214,11.0,34.0
2013,4,22,1154.0,-1.0,1330.0,20.0,MQ,N839MQ,4425,JFK,DCA,47.0,213,11.0,54.0
2013,4,22,1207.0,7.0,1416.0,65.0,US,N737US,2173,LGA,DCA,41.0,214,12.0,7.0
2013,4,22,1502.0,-3.0,1646.0,16.0,MQ,N537MQ,3823,JFK,DCA,49.0,213,15.0,2.0
2013,4,22,1504.0,4.0,1642.0,23.0,US,N749US,2179,LGA,DCA,51.0,214,15.0,4.0
2013,4,22,1614.0,14.0,1757.0,37.0,US,N737US,2181,LGA,DCA,43.0,214,16.0,14.0
2013,4,22,1652.0,-8.0,1855.0,34.0,US,N747UW,2183,LGA,DCA,45.0,214,16.0,52.0
2013,4,22,1730.0,80.0,1838.0,75.0,EV,N16911,4299,EWR,DCA,43.0,199,17.0,30.0
2013,4,22,1758.0,-2.0,1944.0,29.0,US,N758US,2185,LGA,DCA,44.0,214,17.0,58.0
2013,4,22,1853.0,-7.0,2025.0,10.0,US,N700UW,2187,LGA,DCA,47.0,214,18.0,53.0
2013,4,22,2000.0,0.0,2125.0,6.0,US,N737US,2189,LGA,DCA,42.0,214,20.0,0.0
2013,4,22,2037.0,-3.0,2150.0,-10.0,MQ,N812MQ,4449,JFK,DCA,47.0,213,20.0,37.0
2013,4,22,2140.0,40.0,2257.0,42.0,US,N747UW,2191,LGA,DCA,38.0,214,21.0,40.0
2013,4,22,2255.0,65.0,2350.0,55.0,EV,N13975,4117,EWR,DCA,40.0,199,22.0,55.0
2013,4,22,,,,,EV,N16987,4312,EWR,DCA,,199,,
2013,4,22,,,,,9E,,3393,JFK,DCA,,213,,
2013,4,22,,,,,9E,,3395,JFK,DCA,,213,,
2013,4,22,,,,,US,,2175,LGA,DCA,,214,,
2013,4,22,,,,,US,,2177,LGA,DCA,,214,,
2013,4,22,,,,,MQ,N838MQ,4410,JFK,DCA,,213,,
2013,4,23,556.0,-4.0,659.0,0.0,US,N709UW,2161,LGA,DCA,41.0,214,5.0,56.0
2013,4,23,645.0,1.0,753.0,-3.0,EV,N27200,4241,EWR,DCA,43.0,199,6.0,45.0
2013,4,23,717.0,17.0,847.0,39.0,US,N770UW,2163,LGA,DCA,49.0,214,7.0,17.0
2013,4,23,752.0,-8.0,935.0,21.0,US,N742PS,2165,LGA,DCA,57.0,214,7.0,52.0
2013,4,23,754.0,-1.0,924.0,14.0,MQ,N804MQ,4418,JFK,DCA,61.0,213,7.0,54.0
2013,4,23,835.0,-5.0,958.0,-16.0,9E,N913XJ,3432,JFK,DCA,42.0,213,8.0,35.0
2013,4,23,856.0,-4.0,1034.0,9.0,US,N747UW,2167,LGA,DCA,43.0,214,8.0,56.0
2013,4,23,948.0,19.0,1059.0,10.0,EV,N14920,4636,EWR,DCA,45.0,199,9.0,48.0
2013,4,23,1108.0,68.0,1249.0,94.0,US,N737US,2169,LGA,DCA,47.0,214,11.0,8.0
2013,4,23,1126.0,26.0,1232.0,22.0,MQ,N3AEMQ,3792,JFK,DCA,48.0,213,11.0,26.0
2013,4,23,1143.0,43.0,1334.0,81.0,US,N770UW,2171,LGA,DCA,43.0,214,11.0,43.0
2013,4,23,1148.0,-7.0,1256.0,-14.0,MQ,N804MQ,4425,JFK,DCA,54.0,213,11.0,48.0
2013,4,23,1236.0,36.0,1435.0,84.0,US,N742PS,2173,LGA,DCA,51.0,214,12.0,36.0
2013,4,23,1254.0,-6.0,1438.0,28.0,US,N747UW,2175,LGA,DCA,42.0,214,12.0,54.0
2013,4,23,1504.0,64.0,1702.0,109.0,US,N737US,2177,LGA,DCA,48.0,214,15.0,4.0
2013,4,23,1519.0,14.0,1721.0,51.0,MQ,N518MQ,3823,JFK,DCA,47.0,213,15.0,19.0
2013,4,23,1537.0,38.0,1637.0,0.0,9E,N933XJ,3393,JFK,DCA,40.0,213,15.0,37.0
2013,4,23,1602.0,62.0,1748.0,89.0,US,N770UW,2179,LGA,DCA,47.0,214,16.0,2.0
2013,4,23,1658.0,58.0,1820.0,60.0,US,N742PS,2181,LGA,DCA,40.0,214,16.0,58.0
2013,4,23,1706.0,6.0,1905.0,44.0,US,N747UW,2183,LGA,DCA,42.0,214,17.0,6.0
2013,4,23,1736.0,86.0,1835.0,72.0,EV,N14953,4299,EWR,DCA,40.0,199,17.0,36.0
2013,4,23,1738.0,38.0,1906.0,36.0,MQ,N852MQ,4410,JFK,DCA,40.0,213,17.0,38.0
2013,4,23,2006.0,66.0,2117.0,62.0,US,N709UW,2187,LGA,DCA,40.0,214,20.0,6.0
2013,4,23,2029.0,29.0,2219.0,60.0,US,N742PS,2189,LGA,DCA,43.0,214,20.0,29.0
2013,4,23,2057.0,-3.0,2201.0,-14.0,US,N747UW,2191,LGA,DCA,40.0,214,20.0,57.0
2013,4,23,2112.0,32.0,2240.0,40.0,MQ,N812MQ,4449,JFK,DCA,52.0,213,21.0,12.0
2013,4,23,2147.0,62.0,2308.0,49.0,9E,N904XJ,3395,JFK,DCA,41.0,213,21.0,47.0
2013,4,23,2235.0,45.0,2334.0,39.0,EV,N16559,4117,EWR,DCA,42.0,199,22.0,35.0
2013,4,23,,,,,EV,N13964,4312,EWR,DCA,,199,,
2013,4,23,,,,,US,,2185,LGA,DCA,,214,,
2013,4,24,30.0,210.0,129.0,194.0,US,N770UW,2191,LGA,DCA,42.0,214,0.0,30.0
2013,4,24,42.0,342.0,144.0,329.0,US,N715UW,2187,LGA,DCA,43.0,214,0.0,42.0
2013,4,24,600.0,0.0,658.0,-1.0,US,N700UW,2161,LGA,DCA,42.0,214,6.0,0.0
2013,4,24,640.0,-4.0,743.0,-13.0,EV,N14180,4241,EWR,DCA,43.0,199,6.0,40.0
2013,4,24,653.0,-7.0,803.0,-5.0,US,N723UW,2163,LGA,DCA,37.0,214,6.0,53.0
2013,4,24,749.0,-6.0,916.0,6.0,MQ,N812MQ,4418,JFK,DCA,51.0,213,7.0,49.0
2013,4,24,753.0,-7.0,932.0,18.0,US,N747UW,2165,LGA,DCA,62.0,214,7.0,53.0
2013,4,24,855.0,15.0,1004.0,-10.0,9E,N928XJ,3432,JFK,DCA,42.0,213,8.0,55.0
2013,4,24,856.0,-4.0,1027.0,2.0,US,N770UW,2167,LGA,DCA,40.0,214,8.0,56.0
2013,4,24,932.0,3.0,1056.0,7.0,EV,N16963,4636,EWR,DCA,40.0,199,9.0,32.0
2013,4,24,954.0,-6.0,1127.0,12.0,US,N700UW,2169,LGA,DCA,46.0,214,9.0,54.0
2013,4,24,1056.0,-4.0,1203.0,-7.0,MQ,N523MQ,3792,JFK,DCA,49.0,213,10.0,56.0
2013,4,24,1149.0,-6.0,1259.0,-11.0,MQ,N812MQ,4425,JFK,DCA,54.0,213,11.0,49.0
2013,4,24,1205.0,5.0,1314.0,3.0,US,N747UW,2173,LGA,DCA,44.0,214,12.0,5.0
2013,4,24,1254.0,-6.0,1355.0,-15.0,US,N770UW,2175,LGA,DCA,42.0,214,12.0,54.0
2013,4,24,1353.0,-7.0,1454.0,-19.0,US,N700UW,2177,LGA,DCA,43.0,214,13.0,53.0
2013,4,24,1452.0,-8.0,1559.0,-20.0,US,N742PS,2179,LGA,DCA,45.0,214,14.0,52.0
2013,4,24,1554.0,-6.0,1714.0,-6.0,US,N747UW,2181,LGA,DCA,46.0,214,15.0,54.0
2013,4,24,1657.0,-3.0,1833.0,12.0,US,N770UW,2183,LGA,DCA,64.0,214,16.0,57.0
2013,4,24,1815.0,15.0,2028.0,73.0,US,N700UW,2185,LGA,DCA,45.0,214,18.0,15.0
2013,4,24,1833.0,143.0,2101.0,218.0,EV,N15910,4299,EWR,DCA,63.0,199,18.0,33.0
2013,4,24,2018.0,31.0,2245.0,105.0,EV,N16961,4312,EWR,DCA,47.0,199,20.0,18.0
2013,4,24,2256.0,66.0,2.0,67.0,EV,N10575,4117,EWR,DCA,45.0,199,22.0,56.0
2013,4,24,2321.0,161.0,37.0,157.0,MQ,N839MQ,4449,JFK,DCA,50.0,213,23.0,21.0
2013,4,24,,,,,9E,,3393,JFK,DCA,,213,,
2013,4,24,,,,,9E,,3395,JFK,DCA,,213,,
2013,4,24,,,,,US,,2171,LGA,DCA,,214,,
2013,4,24,,,,,US,,2189,LGA,DCA,,214,,
2013,4,24,,,,,MQ,N534MQ,3823,JFK,DCA,,213,,
2013,4,24,,,,,MQ,N804MQ,4410,JFK,DCA,,213,,
2013,4,25,553.0,-7.0,655.0,-4.0,US,N751UW,2161,LGA,DCA,49.0,214,5.0,53.0
2013,4,25,641.0,-3.0,751.0,-5.0,EV,N13969,4241,EWR,DCA,45.0,199,6.0,41.0
2013,4,25,655.0,-5.0,809.0,1.0,US,N700UW,2163,LGA,DCA,46.0,214,6.0,55.0
2013,4,25,748.0,-7.0,925.0,15.0,MQ,N838MQ,4418,JFK,DCA,63.0,213,7.0,48.0
2013,4,25,752.0,-8.0,905.0,-9.0,US,N724UW,2165,LGA,DCA,54.0,214,7.0,52.0
2013,4,25,834.0,-6.0,1022.0,8.0,9E,N925XJ,3432,JFK,DCA,47.0,213,8.0,34.0
2013,4,25,854.0,-6.0,1026.0,1.0,US,N756US,2167,LGA,DCA,47.0,214,8.0,54.0
2013,4,25,954.0,-6.0,1158.0,43.0,US,N747UW,2169,LGA,DCA,49.0,214,9.0,54.0
2013,4,25,1008.0,39.0,1114.0,25.0,EV,N13908,4636,EWR,DCA,41.0,199,10.0,8.0
2013,4,25,1052.0,-8.0,1250.0,37.0,US,N700UW,2171,LGA,DCA,46.0,214,10.0,52.0
2013,4,25,1130.0,30.0,1230.0,20.0,MQ,N521MQ,3792,JFK,DCA,45.0,213,11.0,30.0
2013,4,25,1148.0,-7.0,1309.0,-1.0,MQ,N838MQ,4425,JFK,DCA,60.0,213,11.0,48.0
2013,4,25,1205.0,5.0,1403.0,52.0,US,N724UW,2173,LGA,DCA,45.0,214,12.0,5.0
2013,4,25,1312.0,12.0,1502.0,52.0,US,N756US,2175,LGA,DCA,41.0,214,13.0,12.0
2013,4,25,1354.0,-6.0,1548.0,35.0,US,N747UW,2177,LGA,DCA,50.0,214,13.0,54.0
2013,4,25,1507.0,7.0,1654.0,35.0,US,N700UW,2179,LGA,DCA,42.0,214,15.0,7.0
2013,4,25,1509.0,4.0,1722.0,52.0,MQ,N539MQ,3823,JFK,DCA,49.0,213,15.0,9.0
2013,4,25,1549.0,50.0,1727.0,50.0,9E,N904XJ,3393,JFK,DCA,42.0,213,15.0,49.0
2013,4,25,1655.0,-5.0,1844.0,14.0,MQ,N804MQ,4410,JFK,DCA,55.0,213,16.0,55.0
2013,4,25,1710.0,10.0,1903.0,42.0,US,N756US,2183,LGA,DCA,48.0,214,17.0,10.0
2013,4,25,1807.0,7.0,1951.0,36.0,US,N747UW,2185,LGA,DCA,43.0,214,18.0,7.0
2013,4,25,1916.0,16.0,2053.0,38.0,US,N711UW,2187,LGA,DCA,46.0,214,19.0,16.0
2013,4,25,2010.0,23.0,2135.0,35.0,EV,N13913,4312,EWR,DCA,40.0,199,20.0,10.0
2013,4,25,2043.0,-2.0,2145.0,-34.0,9E,N604LR,3395,JFK,DCA,45.0,213,20.0,43.0
2013,4,25,2121.0,41.0,2301.0,61.0,MQ,N839MQ,4449,JFK,DCA,51.0,213,21.0,21.0
2013,4,25,2138.0,38.0,2251.0,36.0,US,N756US,2191,LGA,DCA,40.0,214,21.0,38.0
2013,4,25,,,,,EV,N11539,4117,EWR,DCA,,199,,
2013,4,25,,,,,EV,N13913,4299,EWR,DCA,,199,,
2013,4,25,,,,,US,,2181,LGA,DCA,,214,,
2013,4,25,,,,,US,,2189,LGA,DCA,,214,,
2013,4,26,556.0,-4.0,657.0,-2.0,US,N747UW,2161,LGA,DCA,44.0,214,5.0,56.0
2013,4,26,651.0,7.0,816.0,20.0,EV,N14125,4241,EWR,DCA,42.0,199,6.0,51.0
2013,4,26,653.0,-7.0,854.0,46.0,US,N733UW,2163,LGA,DCA,58.0,214,6.0,53.0
2013,4,26,753.0,-7.0,930.0,16.0,US,N716UW,2165,LGA,DCA,56.0,214,7.0,53.0
2013,4,26,806.0,11.0,940.0,30.0,MQ,N852MQ,4418,JFK,DCA,60.0,213,8.0,6.0
2013,4,26,845.0,5.0,944.0,-30.0,9E,N930XJ,3432,JFK,DCA,46.0,213,8.0,45.0
2013,4,26,852.0,-8.0,1031.0,6.0,US,N741UW,2167,LGA,DCA,57.0,214,8.0,52.0
2013,4,26,931.0,1.0,1117.0,27.0,EV,N12996,4636,EWR,DCA,39.0,199,9.0,31.0
2013,4,26,954.0,-6.0,1109.0,-6.0,US,N747UW,2169,LGA,DCA,41.0,214,9.0,54.0
2013,4,26,1134.0,34.0,1335.0,82.0,US,N704US,2171,LGA,DCA,58.0,214,11.0,34.0
2013,4,26,1137.0,37.0,1240.0,30.0,MQ,N530MQ,3792,JFK,DCA,50.0,213,11.0,37.0
2013,4,26,1148.0,-7.0,1255.0,-15.0,MQ,N852MQ,4425,JFK,DCA,48.0,213,11.0,48.0
2013,4,26,1159.0,-1.0,1410.0,59.0,US,N702UW,2173,LGA,DCA,64.0,214,11.0,59.0
2013,4,26,1249.0,-11.0,1421.0,11.0,US,N741UW,2175,LGA,DCA,56.0,214,12.0,49.0
2013,4,26,1352.0,-8.0,1541.0,28.0,US,N757UW,2177,LGA,DCA,50.0,214,13.0,52.0
2013,4,26,1456.0,-3.0,1617.0,-20.0,9E,N933XJ,3393,JFK,DCA,40.0,213,14.0,56.0
2013,4,26,1457.0,-3.0,1635.0,16.0,US,N711UW,2179,LGA,DCA,39.0,214,14.0,57.0
2013,4,26,1512.0,7.0,1632.0,2.0,MQ,N518MQ,3823,JFK,DCA,47.0,213,15.0,12.0
2013,4,26,1645.0,-15.0,1827.0,-3.0,MQ,N850MQ,4410,JFK,DCA,54.0,213,16.0,45.0
2013,4,26,1704.0,65.0,1808.0,56.0,EV,N36915,4299,EWR,DCA,42.0,199,17.0,4.0
2013,4,26,1706.0,66.0,1834.0,74.0,US,N702UW,2181,LGA,DCA,56.0,214,17.0,6.0
2013,4,26,1750.0,50.0,1913.0,52.0,US,N770UW,2183,LGA,DCA,45.0,214,17.0,50.0
2013,4,26,1858.0,58.0,2025.0,70.0,US,N757UW,2185,LGA,DCA,57.0,214,18.0,58.0
2013,4,26,2031.0,91.0,2208.0,113.0,US,N711UW,2187,LGA,DCA,62.0,214,20.0,31.0
2013,4,26,2050.0,50.0,2222.0,63.0,US,N702UW,2189,LGA,DCA,43.0,214,20.0,50.0
2013,4,26,2104.0,77.0,2225.0,85.0,EV,N15973,4312,EWR,DCA,38.0,199,21.0,4.0
2013,4,26,2120.0,40.0,2236.0,36.0,MQ,N804MQ,4449,JFK,DCA,46.0,213,21.0,20.0
2013,4,26,2142.0,57.0,2254.0,35.0,9E,N905XJ,3395,JFK,DCA,39.0,213,21.0,42.0
2013,4,26,2214.0,74.0,2308.0,53.0,US,N770UW,2191,LGA,DCA,39.0,214,22.0,14.0
2013,4,26,2255.0,65.0,2350.0,55.0,EV,N16961,4117,EWR,DCA,36.0,199,22.0,55.0
2013,4,27,755.0,0.0,927.0,17.0,MQ,N842MQ,4418,JFK,DCA,55.0,213,7.0,55.0
2013,4,27,830.0,-10.0,943.0,-28.0,9E,N600LR,3432,JFK,DCA,43.0,213,8.0,30.0
2013,4,27,854.0,-6.0,1007.0,-18.0,US,N944UW,2167,LGA,DCA,42.0,214,8.0,54.0
2013,4,27,922.0,-8.0,1035.0,-18.0,EV,N15985,4636,EWR,DCA,38.0,199,9.0,22.0
2013,4,27,1054.0,-6.0,1156.0,-17.0,US,N953UW,2171,LGA,DCA,42.0,214,10.0,54.0
2013,4,27,1059.0,-1.0,1210.0,0.0,MQ,N528MQ,3792,JFK,DCA,44.0,213,10.0,59.0
